GEN,REP,LOC,Group,YR,PT,Cluster,LocYR,ENV,TEMP_v3,RH_v3,VPD_v3,TEMP_veg,RH_veg,VPD_veg,TEMP_flow,RH_flow,VPD_flow,TEMP_gf,RH_gf,VPD_gf,Region,Yield
H1,1,OS,600,10,Pt1,C2,OS10,OS10Pt1,16.5,76,448.5089294,20.4,78,524.476612,23.2,74,734.9370338,21.7,75,645.3366964,CE,12.805
H2,1,OS,600,10,Pt1,Other,OS10,OS10Pt1,16.5,76,448.5089294,20.4,78,524.476612,23.2,74,734.9370338,21.7,75,645.3366964,CE,13.438
H3,1,OS,600,10,Pt1,C1,OS10,OS10Pt1,16.5,76,448.5089294,20.4,78,524.476612,23.2,74,734.9370338,21.7,75,645.3366964,CE,12.547
H4,1,OS,500,10,Pt1,Other,OS10,OS10Pt1,16.5,76,448.5089294,20.4,78,524.476612,23.2,74,734.9370338,21.7,75,645.3366964,CE,10.659
H5,1,OS,600,10,Pt1,Other,OS10,OS10Pt1,16.5,76,448.5089294,20.4,78,524.476612,23.2,74,734.9370338,21.7,75,645.3366964,CE,13.442
H6,1,OS,500,10,Pt1,C2,OS10,OS10Pt1,16.5,76,448.5089294,20.4,78,524.476612,23.2,74,734.9370338,21.7,75,645.3366964,CE,13.194
H7,1,OS,600,10,Pt1,C2,OS10,OS10Pt1,16.5,76,448.5089294,20.4,78,524.476612,23.2,74,734.9370338,21.7,75,645.3366964,CE,13.045
H8,1,OS,500,10,Pt1,Other,OS10,OS10Pt1,16.5,76,448.5089294,20.4,78,524.476612,23.2,74,734.9370338,21.7,75,645.3366964,CE,11.279
H9,1,OS,500,10,Pt1,C1,OS10,OS10Pt1,16.5,76,448.5089294,20.4,78,524.476612,23.2,74,734.9370338,21.7,75,645.3366964,CE,10.942
H10,1,OS,500,10,Pt1,Other,OS10,OS10Pt1,16.5,76,448.5089294,20.4,78,524.476612,23.2,74,734.9370338,21.7,75,645.3366964,CE,12.724
H11,1,OS,500,10,Pt1,Other,OS10,OS10Pt1,16.5,76,448.5089294,20.4,78,524.476612,23.2,74,734.9370338,21.7,75,645.3366964,CE,13.04
H12,1,OS,600,10,Pt1,Other,OS10,OS10Pt1,16.5,76,448.5089294,20.4,78,524.476612,23.2,74,734.9370338,21.7,75,645.3366964,CE,12.795
H13,1,OS,600,10,Pt1,Other,OS10,OS10Pt1,16.5,76,448.5089294,20.4,78,524.476612,23.2,74,734.9370338,21.7,75,645.3366964,CE,13.843
H14,1,OS,500,10,Pt1,C2,OS10,OS10Pt1,16.5,76,448.5089294,20.4,78,524.476612,23.2,74,734.9370338,21.7,75,645.3366964,CE,13.414
H15,1,OS,600,10,Pt1,Other,OS10,OS10Pt1,16.5,76,448.5089294,20.4,78,524.476612,23.2,74,734.9370338,21.7,75,645.3366964,CE,12.323
H16,1,OS,600,10,Pt1,Other,OS10,OS10Pt1,16.5,76,448.5089294,20.4,78,524.476612,23.2,74,734.9370338,21.7,75,645.3366964,CE,13.735
H17,1,OS,600,10,Pt1,Other,OS10,OS10Pt1,16.5,76,448.5089294,20.4,78,524.476612,23.2,74,734.9370338,21.7,75,645.3366964,CE,12.061
H18,1,OS,600,10,Pt1,C2,OS10,OS10Pt1,16.5,76,448.5089294,20.4,78,524.476612,23.2,74,734.9370338,21.7,75,645.3366964,CE,13.041
H19,1,OS,500,10,Pt1,Other,OS10,OS10Pt1,16.5,76,448.5089294,20.4,78,524.476612,23.2,74,734.9370338,21.7,75,645.3366964,CE,11.175
H20,1,OS,600,10,Pt1,C1,OS10,OS10Pt1,16.5,76,448.5089294,20.4,78,524.476612,23.2,74,734.9370338,21.7,75,645.3366964,CE,11.959
H21,1,OS,600,10,Pt1,C1,OS10,OS10Pt1,16.5,76,448.5089294,20.4,78,524.476612,23.2,74,734.9370338,21.7,75,645.3366964,CE,12.638
H22,1,OS,600,10,Pt1,C1,OS10,OS10Pt1,16.5,76,448.5089294,20.4,78,524.476612,23.2,74,734.9370338,21.7,75,645.3366964,CE,13.381
H1,2,OS,600,10,Pt1,C2,OS10,OS10Pt1,16.5,76,448.5089294,20.4,78,524.476612,23.2,74,734.9370338,21.7,75,645.3366964,CE,11.932
H2,2,OS,600,10,Pt1,Other,OS10,OS10Pt1,16.5,76,448.5089294,20.4,78,524.476612,23.2,74,734.9370338,21.7,75,645.3366964,CE,12.13
H3,2,OS,600,10,Pt1,C1,OS10,OS10Pt1,16.5,76,448.5089294,20.4,78,524.476612,23.2,74,734.9370338,21.7,75,645.3366964,CE,13.362
H4,2,OS,500,10,Pt1,Other,OS10,OS10Pt1,16.5,76,448.5089294,20.4,78,524.476612,23.2,74,734.9370338,21.7,75,645.3366964,CE,10.659
H5,2,OS,600,10,Pt1,Other,OS10,OS10Pt1,16.5,76,448.5089294,20.4,78,524.476612,23.2,74,734.9370338,21.7,75,645.3366964,CE,13.276
H6,2,OS,500,10,Pt1,C2,OS10,OS10Pt1,16.5,76,448.5089294,20.4,78,524.476612,23.2,74,734.9370338,21.7,75,645.3366964,CE,12.757
H7,2,OS,600,10,Pt1,C2,OS10,OS10Pt1,16.5,76,448.5089294,20.4,78,524.476612,23.2,74,734.9370338,21.7,75,645.3366964,CE,12.513
H8,2,OS,500,10,Pt1,Other,OS10,OS10Pt1,16.5,76,448.5089294,20.4,78,524.476612,23.2,74,734.9370338,21.7,75,645.3366964,CE,11.111
H9,2,OS,500,10,Pt1,C1,OS10,OS10Pt1,16.5,76,448.5089294,20.4,78,524.476612,23.2,74,734.9370338,21.7,75,645.3366964,CE,11.626
H10,2,OS,500,10,Pt1,Other,OS10,OS10Pt1,16.5,76,448.5089294,20.4,78,524.476612,23.2,74,734.9370338,21.7,75,645.3366964,CE,12
H11,2,OS,500,10,Pt1,Other,OS10,OS10Pt1,16.5,76,448.5089294,20.4,78,524.476612,23.2,74,734.9370338,21.7,75,645.3366964,CE,12.367
H12,2,OS,600,10,Pt1,Other,OS10,OS10Pt1,16.5,76,448.5089294,20.4,78,524.476612,23.2,74,734.9370338,21.7,75,645.3366964,CE,10.636
H13,2,OS,600,10,Pt1,Other,OS10,OS10Pt1,16.5,76,448.5089294,20.4,78,524.476612,23.2,74,734.9370338,21.7,75,645.3366964,CE,9.802
H14,2,OS,500,10,Pt1,C2,OS10,OS10Pt1,16.5,76,448.5089294,20.4,78,524.476612,23.2,74,734.9370338,21.7,75,645.3366964,CE,11.779
H15,2,OS,600,10,Pt1,Other,OS10,OS10Pt1,16.5,76,448.5089294,20.4,78,524.476612,23.2,74,734.9370338,21.7,75,645.3366964,CE,11.915
H16,2,OS,600,10,Pt1,Other,OS10,OS10Pt1,16.5,76,448.5089294,20.4,78,524.476612,23.2,74,734.9370338,21.7,75,645.3366964,CE,10.902
H17,2,OS,600,10,Pt1,Other,OS10,OS10Pt1,16.5,76,448.5089294,20.4,78,524.476612,23.2,74,734.9370338,21.7,75,645.3366964,CE,13.735
H18,2,OS,600,10,Pt1,C2,OS10,OS10Pt1,16.5,76,448.5089294,20.4,78,524.476612,23.2,74,734.9370338,21.7,75,645.3366964,CE,12.044
H19,2,OS,500,10,Pt1,Other,OS10,OS10Pt1,16.5,76,448.5089294,20.4,78,524.476612,23.2,74,734.9370338,21.7,75,645.3366964,CE,10.46
H20,2,OS,600,10,Pt1,C1,OS10,OS10Pt1,16.5,76,448.5089294,20.4,78,524.476612,23.2,74,734.9370338,21.7,75,645.3366964,CE,10.886
H21,2,OS,600,10,Pt1,C1,OS10,OS10Pt1,16.5,76,448.5089294,20.4,78,524.476612,23.2,74,734.9370338,21.7,75,645.3366964,CE,11.921
H22,2,OS,600,10,Pt1,C1,OS10,OS10Pt1,16.5,76,448.5089294,20.4,78,524.476612,23.2,74,734.9370338,21.7,75,645.3366964,CE,12.925
H1,1,KA,600,10,Pt1,C2,KA10,KA10Pt1,16.3,75,461.3067253,20.4,76,572.156304,23.1,73,758.6228709,21.4,73,684.3359759,CE,9.376
H2,1,KA,600,10,Pt1,Other,KA10,KA10Pt1,16.3,75,461.3067253,20.4,76,572.156304,23.1,73,758.6228709,21.4,73,684.3359759,CE,10.152
H3,1,KA,600,10,Pt1,C1,KA10,KA10Pt1,16.3,75,461.3067253,20.4,76,572.156304,23.1,73,758.6228709,21.4,73,684.3359759,CE,10.861
H4,1,KA,500,10,Pt1,Other,KA10,KA10Pt1,16.3,75,461.3067253,20.4,76,572.156304,23.1,73,758.6228709,21.4,73,684.3359759,CE,8.721
H5,1,KA,600,10,Pt1,Other,KA10,KA10Pt1,16.3,75,461.3067253,20.4,76,572.156304,23.1,73,758.6228709,21.4,73,684.3359759,CE,7.805
H6,1,KA,500,10,Pt1,C2,KA10,KA10Pt1,16.3,75,461.3067253,20.4,76,572.156304,23.1,73,758.6228709,21.4,73,684.3359759,CE,9.756
H7,1,KA,600,10,Pt1,C2,KA10,KA10Pt1,16.3,75,461.3067253,20.4,76,572.156304,23.1,73,758.6228709,21.4,73,684.3359759,CE,10.228
H8,1,KA,500,10,Pt1,Other,KA10,KA10Pt1,16.3,75,461.3067253,20.4,76,572.156304,23.1,73,758.6228709,21.4,73,684.3359759,CE,8.559
H9,1,KA,500,10,Pt1,C1,KA10,KA10Pt1,16.3,75,461.3067253,20.4,76,572.156304,23.1,73,758.6228709,21.4,73,684.3359759,CE,8.503
H10,1,KA,500,10,Pt1,Other,KA10,KA10Pt1,16.3,75,461.3067253,20.4,76,572.156304,23.1,73,758.6228709,21.4,73,684.3359759,CE,9.147
H11,1,KA,500,10,Pt1,Other,KA10,KA10Pt1,16.3,75,461.3067253,20.4,76,572.156304,23.1,73,758.6228709,21.4,73,684.3359759,CE,10.645
H12,1,KA,600,10,Pt1,Other,KA10,KA10Pt1,16.3,75,461.3067253,20.4,76,572.156304,23.1,73,758.6228709,21.4,73,684.3359759,CE,10.134
H13,1,KA,600,10,Pt1,Other,KA10,KA10Pt1,16.3,75,461.3067253,20.4,76,572.156304,23.1,73,758.6228709,21.4,73,684.3359759,CE,13.003
H14,1,KA,500,10,Pt1,C2,KA10,KA10Pt1,16.3,75,461.3067253,20.4,76,572.156304,23.1,73,758.6228709,21.4,73,684.3359759,CE,13.242
H15,1,KA,600,10,Pt1,Other,KA10,KA10Pt1,16.3,75,461.3067253,20.4,76,572.156304,23.1,73,758.6228709,21.4,73,684.3359759,CE,13.696
H16,1,KA,600,10,Pt1,Other,KA10,KA10Pt1,16.3,75,461.3067253,20.4,76,572.156304,23.1,73,758.6228709,21.4,73,684.3359759,CE,12.668
H17,1,KA,600,10,Pt1,Other,KA10,KA10Pt1,16.3,75,461.3067253,20.4,76,572.156304,23.1,73,758.6228709,21.4,73,684.3359759,CE,9.116
H18,1,KA,600,10,Pt1,C2,KA10,KA10Pt1,16.3,75,461.3067253,20.4,76,572.156304,23.1,73,758.6228709,21.4,73,684.3359759,CE,10.742
H19,1,KA,500,10,Pt1,Other,KA10,KA10Pt1,16.3,75,461.3067253,20.4,76,572.156304,23.1,73,758.6228709,21.4,73,684.3359759,CE,11.299
H20,1,KA,600,10,Pt1,C1,KA10,KA10Pt1,16.3,75,461.3067253,20.4,76,572.156304,23.1,73,758.6228709,21.4,73,684.3359759,CE,9.637
H21,1,KA,600,10,Pt1,C1,KA10,KA10Pt1,16.3,75,461.3067253,20.4,76,572.156304,23.1,73,758.6228709,21.4,73,684.3359759,CE,11.147
H22,1,KA,600,10,Pt1,C1,KA10,KA10Pt1,16.3,75,461.3067253,20.4,76,572.156304,23.1,73,758.6228709,21.4,73,684.3359759,CE,11.782
H1,2,KA,600,10,Pt1,C2,KA10,KA10Pt1,16.3,75,461.3067253,20.4,76,572.156304,23.1,73,758.6228709,21.4,73,684.3359759,CE,12.777
H2,2,KA,600,10,Pt1,Other,KA10,KA10Pt1,16.3,75,461.3067253,20.4,76,572.156304,23.1,73,758.6228709,21.4,73,684.3359759,CE,10.015
H3,2,KA,600,10,Pt1,C1,KA10,KA10Pt1,16.3,75,461.3067253,20.4,76,572.156304,23.1,73,758.6228709,21.4,73,684.3359759,CE,12.379
H4,2,KA,500,10,Pt1,Other,KA10,KA10Pt1,16.3,75,461.3067253,20.4,76,572.156304,23.1,73,758.6228709,21.4,73,684.3359759,CE,9.544
H5,2,KA,600,10,Pt1,Other,KA10,KA10Pt1,16.3,75,461.3067253,20.4,76,572.156304,23.1,73,758.6228709,21.4,73,684.3359759,CE,8.31
H6,2,KA,500,10,Pt1,C2,KA10,KA10Pt1,16.3,75,461.3067253,20.4,76,572.156304,23.1,73,758.6228709,21.4,73,684.3359759,CE,9.049
H7,2,KA,600,10,Pt1,C2,KA10,KA10Pt1,16.3,75,461.3067253,20.4,76,572.156304,23.1,73,758.6228709,21.4,73,684.3359759,CE,8.861
H8,2,KA,500,10,Pt1,Other,KA10,KA10Pt1,16.3,75,461.3067253,20.4,76,572.156304,23.1,73,758.6228709,21.4,73,684.3359759,CE,10.035
H9,2,KA,500,10,Pt1,C1,KA10,KA10Pt1,16.3,75,461.3067253,20.4,76,572.156304,23.1,73,758.6228709,21.4,73,684.3359759,CE,6.444
H10,2,KA,500,10,Pt1,Other,KA10,KA10Pt1,16.3,75,461.3067253,20.4,76,572.156304,23.1,73,758.6228709,21.4,73,684.3359759,CE,8.08
H11,2,KA,500,10,Pt1,Other,KA10,KA10Pt1,16.3,75,461.3067253,20.4,76,572.156304,23.1,73,758.6228709,21.4,73,684.3359759,CE,11.734
H12,2,KA,600,10,Pt1,Other,KA10,KA10Pt1,16.3,75,461.3067253,20.4,76,572.156304,23.1,73,758.6228709,21.4,73,684.3359759,CE,7.119
H13,2,KA,600,10,Pt1,Other,KA10,KA10Pt1,16.3,75,461.3067253,20.4,76,572.156304,23.1,73,758.6228709,21.4,73,684.3359759,CE,10.194
H14,2,KA,500,10,Pt1,C2,KA10,KA10Pt1,16.3,75,461.3067253,20.4,76,572.156304,23.1,73,758.6228709,21.4,73,684.3359759,CE,9.955
H15,2,KA,600,10,Pt1,Other,KA10,KA10Pt1,16.3,75,461.3067253,20.4,76,572.156304,23.1,73,758.6228709,21.4,73,684.3359759,CE,10.531
H16,2,KA,600,10,Pt1,Other,KA10,KA10Pt1,16.3,75,461.3067253,20.4,76,572.156304,23.1,73,758.6228709,21.4,73,684.3359759,CE,11.514
H17,2,KA,600,10,Pt1,Other,KA10,KA10Pt1,16.3,75,461.3067253,20.4,76,572.156304,23.1,73,758.6228709,21.4,73,684.3359759,CE,11.665
H18,2,KA,600,10,Pt1,C2,KA10,KA10Pt1,16.3,75,461.3067253,20.4,76,572.156304,23.1,73,758.6228709,21.4,73,684.3359759,CE,9.827
H19,2,KA,500,10,Pt1,Other,KA10,KA10Pt1,16.3,75,461.3067253,20.4,76,572.156304,23.1,73,758.6228709,21.4,73,684.3359759,CE,9.264
H20,2,KA,600,10,Pt1,C1,KA10,KA10Pt1,16.3,75,461.3067253,20.4,76,572.156304,23.1,73,758.6228709,21.4,73,684.3359759,CE,7.251
H21,2,KA,600,10,Pt1,C1,KA10,KA10Pt1,16.3,75,461.3067253,20.4,76,572.156304,23.1,73,758.6228709,21.4,73,684.3359759,CE,10.229
H22,2,KA,600,10,Pt1,C1,KA10,KA10Pt1,16.3,75,461.3067253,20.4,76,572.156304,23.1,73,758.6228709,21.4,73,684.3359759,CE,12.797
H1,1,ALT,600,10,Pt1,C2,ALT10,ALT10Pt1,20.3,61,924.0522328,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,CE,7.092
H2,1,ALT,600,10,Pt1,Other,ALT10,ALT10Pt1,20.3,61,924.0522328,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,CE,8.961
H3,1,ALT,600,10,Pt1,C1,ALT10,ALT10Pt1,20.3,61,924.0522328,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,CE,10.28
H4,1,ALT,500,10,Pt1,Other,ALT10,ALT10Pt1,20.3,61,924.0522328,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,CE,6.224
H5,1,ALT,600,10,Pt1,Other,ALT10,ALT10Pt1,20.3,61,924.0522328,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,CE,7.025
H6,1,ALT,500,10,Pt1,C2,ALT10,ALT10Pt1,20.3,61,924.0522328,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,CE,6.626
H7,1,ALT,600,10,Pt1,C2,ALT10,ALT10Pt1,20.3,61,924.0522328,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,CE,7.034
H8,1,ALT,500,10,Pt1,Other,ALT10,ALT10Pt1,20.3,61,924.0522328,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,CE,7.414
H9,1,ALT,500,10,Pt1,C1,ALT10,ALT10Pt1,20.3,61,924.0522328,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,CE,6.962
H10,1,ALT,500,10,Pt1,Other,ALT10,ALT10Pt1,20.3,61,924.0522328,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,CE,7.578
H11,1,ALT,500,10,Pt1,Other,ALT10,ALT10Pt1,20.3,61,924.0522328,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,CE,6.401
H12,1,ALT,600,10,Pt1,Other,ALT10,ALT10Pt1,20.3,61,924.0522328,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,CE,6.071
H13,1,ALT,600,10,Pt1,Other,ALT10,ALT10Pt1,20.3,61,924.0522328,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,CE,9.836
H14,1,ALT,500,10,Pt1,C2,ALT10,ALT10Pt1,20.3,61,924.0522328,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,CE,6.681
H15,1,ALT,600,10,Pt1,Other,ALT10,ALT10Pt1,20.3,61,924.0522328,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,CE,8.859
H16,1,ALT,600,10,Pt1,Other,ALT10,ALT10Pt1,20.3,61,924.0522328,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,CE,9.879
H17,1,ALT,600,10,Pt1,Other,ALT10,ALT10Pt1,20.3,61,924.0522328,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,CE,9.215
H18,1,ALT,600,10,Pt1,C2,ALT10,ALT10Pt1,20.3,61,924.0522328,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,CE,9.955
H19,1,ALT,500,10,Pt1,Other,ALT10,ALT10Pt1,20.3,61,924.0522328,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,CE,9.018
H20,1,ALT,600,10,Pt1,C1,ALT10,ALT10Pt1,20.3,61,924.0522328,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,CE,10.066
H21,1,ALT,600,10,Pt1,C1,ALT10,ALT10Pt1,20.3,61,924.0522328,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,CE,10.73
H22,1,ALT,600,10,Pt1,C1,ALT10,ALT10Pt1,20.3,61,924.0522328,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,CE,8.945
H1,2,ALT,600,10,Pt1,C2,ALT10,ALT10Pt1,20.3,61,924.0522328,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,CE,9.049
H2,2,ALT,600,10,Pt1,Other,ALT10,ALT10Pt1,20.3,61,924.0522328,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,CE,10.995
H3,2,ALT,600,10,Pt1,C1,ALT10,ALT10Pt1,20.3,61,924.0522328,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,CE,8.372
H4,2,ALT,500,10,Pt1,Other,ALT10,ALT10Pt1,20.3,61,924.0522328,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,CE,8.338
H5,2,ALT,600,10,Pt1,Other,ALT10,ALT10Pt1,20.3,61,924.0522328,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,CE,9.708
H6,2,ALT,500,10,Pt1,C2,ALT10,ALT10Pt1,20.3,61,924.0522328,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,CE,7.059
H7,2,ALT,600,10,Pt1,C2,ALT10,ALT10Pt1,20.3,61,924.0522328,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,CE,11.217
H8,2,ALT,500,10,Pt1,Other,ALT10,ALT10Pt1,20.3,61,924.0522328,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,CE,10.318
H9,2,ALT,500,10,Pt1,C1,ALT10,ALT10Pt1,20.3,61,924.0522328,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,CE,10.858
H10,2,ALT,500,10,Pt1,Other,ALT10,ALT10Pt1,20.3,61,924.0522328,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,CE,9.852
H11,2,ALT,500,10,Pt1,Other,ALT10,ALT10Pt1,20.3,61,924.0522328,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,CE,8.141
H12,2,ALT,600,10,Pt1,Other,ALT10,ALT10Pt1,20.3,61,924.0522328,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,CE,6.789
H13,2,ALT,600,10,Pt1,Other,ALT10,ALT10Pt1,20.3,61,924.0522328,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,CE,9.309
H14,2,ALT,500,10,Pt1,C2,ALT10,ALT10Pt1,20.3,61,924.0522328,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,CE,11.444
H15,2,ALT,600,10,Pt1,Other,ALT10,ALT10Pt1,20.3,61,924.0522328,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,CE,7.063
H16,2,ALT,600,10,Pt1,Other,ALT10,ALT10Pt1,20.3,61,924.0522328,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,CE,12.026
H17,2,ALT,600,10,Pt1,Other,ALT10,ALT10Pt1,20.3,61,924.0522328,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,CE,10.431
H18,2,ALT,600,10,Pt1,C2,ALT10,ALT10Pt1,20.3,61,924.0522328,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,CE,7.466
H19,2,ALT,500,10,Pt1,Other,ALT10,ALT10Pt1,20.3,61,924.0522328,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,CE,9.977
H20,2,ALT,600,10,Pt1,C1,ALT10,ALT10Pt1,20.3,61,924.0522328,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,CE,9.631
H21,2,ALT,600,10,Pt1,C1,ALT10,ALT10Pt1,20.3,61,924.0522328,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,CE,11.229
H22,2,ALT,600,10,Pt1,C1,ALT10,ALT10Pt1,20.3,61,924.0522328,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,CE,9.96
H1,1,MAN,600,10,Pt1,C2,MAN10,MAN10Pt1,21.6,47.6,1344.41318,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,WT,11.237
H2,1,MAN,600,10,Pt1,Other,MAN10,MAN10Pt1,21.6,47.6,1344.41318,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,WT,15.229
H3,1,MAN,600,10,Pt1,C1,MAN10,MAN10Pt1,21.6,47.6,1344.41318,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,WT,16.798
H4,1,MAN,500,10,Pt1,Other,MAN10,MAN10Pt1,21.6,47.6,1344.41318,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,WT,12.26
H5,1,MAN,600,10,Pt1,Other,MAN10,MAN10Pt1,21.6,47.6,1344.41318,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,WT,14.036
H6,1,MAN,500,10,Pt1,C2,MAN10,MAN10Pt1,21.6,47.6,1344.41318,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,WT,13.22
H7,1,MAN,600,10,Pt1,C2,MAN10,MAN10Pt1,21.6,47.6,1344.41318,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,WT,15.319
H8,1,MAN,500,10,Pt1,Other,MAN10,MAN10Pt1,21.6,47.6,1344.41318,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,WT,14.754
H9,1,MAN,500,10,Pt1,C1,MAN10,MAN10Pt1,21.6,47.6,1344.41318,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,WT,13.24
H10,1,MAN,500,10,Pt1,Other,MAN10,MAN10Pt1,21.6,47.6,1344.41318,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,WT,15.246
H11,1,MAN,500,10,Pt1,Other,MAN10,MAN10Pt1,21.6,47.6,1344.41318,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,WT,14.099
H12,1,MAN,600,10,Pt1,Other,MAN10,MAN10Pt1,21.6,47.6,1344.41318,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,WT,17.642
H13,1,MAN,600,10,Pt1,Other,MAN10,MAN10Pt1,21.6,47.6,1344.41318,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,WT,15.051
H14,1,MAN,500,10,Pt1,C2,MAN10,MAN10Pt1,21.6,47.6,1344.41318,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,WT,16.668
H15,1,MAN,600,10,Pt1,Other,MAN10,MAN10Pt1,21.6,47.6,1344.41318,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,WT,17.06
H16,1,MAN,600,10,Pt1,Other,MAN10,MAN10Pt1,21.6,47.6,1344.41318,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,WT,16.078
H17,1,MAN,600,10,Pt1,Other,MAN10,MAN10Pt1,21.6,47.6,1344.41318,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,WT,16.616
H18,1,MAN,600,10,Pt1,C2,MAN10,MAN10Pt1,21.6,47.6,1344.41318,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,WT,15.007
H19,1,MAN,500,10,Pt1,Other,MAN10,MAN10Pt1,21.6,47.6,1344.41318,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,WT,12.126
H20,1,MAN,600,10,Pt1,C1,MAN10,MAN10Pt1,21.6,47.6,1344.41318,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,WT,15.719
H21,1,MAN,600,10,Pt1,C1,MAN10,MAN10Pt1,21.6,47.6,1344.41318,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,WT,16
